ibfa_001_0001saya suka baju yang berwarna merah tua                                                           
ibfb_002_0388setiap pagi ayah bersepeda keliling desa sampai berkeringat                                      
ibfb_002_0389adik tidak pergi ke sekolah hari ini karena sakit perut                                          
ibfb_002_0390dia berkunjung ke rumah bibinya di desa seberang                                                 
ibfb_002_0391aku  belajar bahasa jepang setiap sabtu pagi                                                     
ibfb_002_0392kakak berlatih badminton setiap minggu malam                                                     
ibfb_002_0393pertandingan sepak bola akan digelar di lapangan kecamatan                                       
ibfb_002_0394siswa itu dimarahi karena tidak mengerjakan tugas                                                
ibfb_002_0395baju di toko itu murah dan bagus dipakai                                                         
ibfb_002_0396penjual makanan itu baik hati kepada anak kecil                                                  
ibfb_002_0397gedung sekolah itu roboh diterjang badai                                                         
ibfb_002_0398anak kecil itu berjualan koran di perempatan jalan                                               
ibfb_002_0399temanku sudah menikah sejak dua bulan lalu                                                       
ibfb_002_0400aku senang membantu kakak memasak nasi uduk                                                      
ibfe_003_0401kami akan bertemu di pusat kota minggu depan                                                     
ibfe_003_0402dia  pindah sekolah ke kota kelahirannya                                                         
ibfe_003_0403aku menanam bunga mawar di depan rumah                                                           
ibfe_003_0404sore ini aku akan pergi ke toko buku bersama bapak                                               
ibfe_003_0405biasanya di awal bulan banyak diskon di toko itu                                                 
ibfe_003_0406buku yang dibeli ayah itu berisi ilmu bercocok tanam                                             
ibfe_003_0407orang itu menderita sakit diabetes tingkat akut                                                  
ibfe_003_0408ada banyak makanan di rumah bibiku dan aku suka                                                  
ibfe_003_0409saudaraku akan ke sini tiga hari lagi bersama keluarganya                                        
ibfe_003_0410setiap pagi di pasar banyak orang berjualan makanan                                              
ibfe_003_0411tiga ekor ikan badut di akuariumku mati                                                          
ibfe_003_0412api kebakaran di pasar tadi siang belum padam juga                                               
ibfe_003_0413banyak pohon di hutan yang ditebang sembarangan                                                  
ibfe_003_0414sawahnya sedang diserang hama tikus dan wereng                                                   
ibfe_003_0415petani itu mengalami kerugian besar akibat banjir                                                
ibfe_003_0416daerah itu cocok untuk perkebunan kelapa sawit                                                   
ibfe_003_0417aku membelikan ibu baju baru yang menawan                                                        
ibfe_003_0418besok ayah berulang tahun yang keempat puluh                                                     
ibfe_003_0419kemarin aku jatuh dari tangga sampai sakit pinggang                                              
ibfe_003_0420anak tangga itu sangat licin dan rapuh                                                           
ibfe_003_0421dia masih belum bekerja sampai saat ini                                                          
ibfe_003_0422suaminya bekerja di perusahaan asing di luar pulau                                               
ibfe_003_0423nilai tukar uang rupiah rendah sejak dua bulan lalu                                              
ibfe_003_0424pipinya merah merona akibat pujian temannya                                                      
ibfe_003_0425dia masih malu-malu berbicara kepada orang asing                                                 
ibfe_003_0426dari raut mukanya ada sesuatu yang sengaja ditutupi                                              
ibfe_003_0427penasihat hukumnya tidak bisa hadir karena sedang sakit                                          
ibfe_003_0428banjir bandang kemarin memakan banyak korban                                                     
ibfe_003_0429ayah membelikan kakek dua ekor kambing untuk kurban                                              
ibfe_003_0430perempuan itu baru saja melahirkan dua anak kembar                                               
ibfe_003_0431bidan itu berasal dari kota terpencil yang jarang penduduknya                                    
ibfe_003_0432suaminya jarang pulang ke rumah karena sering kerja lembur                                       
ibfe_003_0433mereka tidak mempunyai sawah seluas yang diharapkan                                              
ibfe_003_0434sudah lama dia merantau ke kota padat penduduk itu                                               
ibfe_003_0435warga desa berkumpul di balai desa hari ini                                                      
ibfe_003_0436hari ini ibu tidak mengajar ngaji karena sakit                                                   
ibfe_003_0437besok ibu berulang tahun yang ketiga puluh enam                                                  
ibfe_003_0438ulang tahun adik tinggal seminggu lagi dari sekarang                                             
ibfe_003_0439besok aku dan ibu akan belanja ke pasar malam                                                    
ibfe_003_0440sudah lama penggembala sapi itu berhenti sekolah                                                 
ibfe_003_0441buku sekolah adik tertinggal di rumah eyang                                                      
ibfe_003_0442rumah nenek tidak jauh dari terminal pemberhentian bus                                           
ibfe_003_0443ayah berkunjung ke rumah saudara jauh ibu                                                        
ibfe_003_0444saudaranya teman kuliahku sewaktu di luar kota dulu                                              
ibfe_003_0445tahun depan kami akan menyelenggarakan reuni akbar                                               
ibfe_003_0446reuni akbar akan diadakan di sekolahan dua bulan lagi                                            
ibfe_003_0447dia sudah dua kali pindah sekolah ke luar kota                                                   
ibfe_003_0448panitia pemilu sedang rapat bersama pak camat di kecamatan                                       
ibfe_003_0449pemilu bebas rahasia diadakan lima tahun sekali                                                  
ibfe_003_0450panas matahari siang ini terik sekali                                                            
ibfe_003_0451gadis dari desa seberang itu manis sekali                                                        
ibfe_003_0452nanti aku akan segera mengunjunginya lagi                                                        
ibfe_003_0453semoga hari ini tugas kuliahku selesai semuanya                                                  
ibfe_003_0454burung merpati itu lepas dari sangkarnya                                                         
ibfe_003_0455jarinya tertusuk jarum jahit lumayan dalam                                                       
ibfe_003_0456adik belajar dari ibu merajut baju bayi                                                          
ibfe_003_0457tas merah yang lucu itu milik kakak                                                              
ibfe_003_0458anak itu kelihatan murung sekali hari ini                                                        
ibfe_003_0459tidak ada yang tidak mungkin terjadi di hidup ini                                                
ibfe_003_0460pagi tadi kami sekeluarga berkebun di belakang rumah                                             
ibfe_003_0461semalam hujan deras, namun udaranya masih panas                                                  
ibfe_003_0462saya sedang menyelesaikan tugas kuliah                                                           
ibfe_003_0463tugasku dari kemarin belum ku kerjakan                                                           
ibfe_003_0464saya ingin pergi jalan-jalan ke luar kota                                                        
ibfe_003_0465udara di kawasan kampusku sejuk sekali                                                           
ibfe_003_0466banyak pohon tumbang akibat angin kemarin sore                                                   
ibfe_003_0467dia menceritakan pengalamannya selama tinggal di luar pulau                                      
ibfe_003_0468hari ini kami makan pagi bersama di rumahnya                                                     
ibfe_003_0469menu makanan di warung itu bermacam-macam                                                        
ibfe_003_0470hari ini temanku merayakan ulang tahunnya                                                        
ibfe_003_0471anak itu memang pantas mendapatkan hadiah itu                                                    
ibfe_003_0472seharian ini dia tidur saja, karena tidak enak badan                                             
ibfe_003_0473aku membelikan hadiah ulang tahun untuk ayahku                                                   
ibfe_003_0474kunci motornya jatuh di selokan kemarin sore                                                     
ibfe_003_0475nenekku memelihara ayam di kandang belakang rumah                                                
ibfe_003_0476dia memberi makan hewan ternaknya setiap pagi                                                    
ibfe_003_0477penjual makanan itu biasanya lewat depan rumahku                                                 
ibfe_003_0478dia sering menangis jika ingat kejadian yang menimpanya itu                                      
ibfe_003_0479kecelakaan yang dialaminya itu membuatnya hilang ingatan                                         
ibfe_003_0480rumah sakit itu memberikan pelayanan yang memuaskan                                              
ibfe_003_0481sudah lama aku tidak bertemu keluargaku di desa                                                  
ibfe_003_0482dia tidak bersemangat lagi untuk melanjutkan kuliah                                              
ibfe_003_0483dia pergi ke salon di sebelah rumah nenekku                                                      
ibfe_003_0484kalung dari ibunya itu hilang sejak dua hari yang lalu                                           
ibfe_003_0485anak muda itu rajin bekerja membantu orang tuanya                                                
ibfe_003_0486adikku melanjutkan sekolah kejuruan di luar kota                                                 
ibfe_003_0487setiap hari saya pergi ke kampus jalan kaki                                                      
ibfe_003_0488dia di bawa ke rumah sakit karena lukanya parah                                                  
ibfe_003_0489mereka sering pergi ke toko buku bersama                                                         
ibfe_003_0490kicauan burung itu membangunkanku dari tidurku                                                   
ibfe_003_0491siang ini aku dan temanku akan pergi ke kampus                                                   
ibfe_003_0492mereka sudah melupakan kejadian yang menyedihkan itu                                             
ibfe_003_0493sudah lama aku tidak bertemu sahabat karib ku                                                    
ibfe_003_0494mereka sering bertemu di kantin kampusnya                                                        
ibfe_003_0495anak itu tinggal di perkampungan kumuh                                                           
ibfe_003_0496minggu depan aku akan mengikuti seminar nasional                                                 
ibfe_003_0497aku akan berusaha untuk tidak mengecewakan mereka                                                
ibfe_003_0498kemarin ada ular masuk ke halaman rumah kami                                                     
ibfe_003_0499adik berjanji tidak akan bolos sekolah lagi                                                      
ibfe_003_0500dia tidak pernah absen selama kuliah ini                                                         
ibfe_003_0501hari sabtu saya ada pelatihan kepemimpinan dan keterampilan diri                                 
ibfe_003_0502jilbab baru umi berwarna hijau muda dengan payet bunga di tepinya                                
ibfe_003_0503tempat pelaksanaan acaranya mudah dijangkau kendaraan umum                                       
ibfe_003_0504para peserta sangat antusias mengikuti kegiatan ceramah agama                                    
ibfe_003_0505sudah bukan waktunya lagi kita berada pada zona aman                                             
ibfe_003_0506sekali waktu kita harus berani mencoba hal baru yang menantang                                   
ibfe_003_0507pelatih sepak bola itu terkena serangan jantung kemarin dan tidak tertolong                      
ibfe_003_0508selasa lusa ibu mengadakan arisan keluarga sekaligus temu kangen di rumah                        
ibfe_003_0509sudah sepatutnya sebagai generasi penerus bangsa bersikap berani                                 
ibfe_003_0510jangan mudah dipengaruhi oleh pemikiran asing yang kotor                                         
ibfe_003_0511jadi pemuda harus punya impian  yang tinggi namun tetap realistis                                
ibfe_003_0512ketika ide sudah habis dan tenaga terkuras tetap harus bergerak maju                             
ibfe_003_0513akal bulus mereka tidak akan ada habisnya mempengaruhi kita                                      
ibfe_003_0514semangati hati terlebih dahulu sebelum berkata semangat                                          
ibfe_003_0515pandailah mengatur waktu luangmu untuk hal bermanfaat                                            
ibfe_003_0516tidak perlu merasa terlalu sedih atas kepergian ayahmu                                           
ibfe_003_0517jika kamu merasa gembira bagikan pada orang di sekitarmu                                         
ibfe_003_0518di sekitar rumah bibi ada tempat bermain untuk anak                                              
ibfe_003_0519ibu tidak perlu lagi memaksa kakak untuk mengerjakan tugas rumahnya                              
ibfe_003_0520adik kecil yang manis itu besok akan pindah rumah                                                
ibfe_003_0521walaupun dia anak tunggal tetapi tidak bersikap manja                                            
ibfe_003_0522keluarga sederhana itu sangat bahagia walaupun tidak kaya                                        
ibfe_003_0523segala sesuatu yang kamu miliki kelak pasti akan ditanyakan                                      
ibfe_003_0524kesedihan dan kebahagiaan itu akan datang silih berganti                                         
ibfe_003_0525kehidupan di dunia ini hanya sebentar saja jadi manfaatkan dengan baik                           
ibfe_003_0526zaman sekarang sudah sulit mencari pahlawan tanpa tanda jasa                                     
ibfe_003_0527penjajah di masa lalu itu tidak hanya menyisakan kepahitan                                       
ibfe_003_0528rakyat sudah tidak tertarik lagi dengan janji kosong pejabat                                     
ibfe_003_0529sebagai pemimpin yang baik harus memperhatikan rakyat kecil                                      
ibfe_003_0530berbohong itu adalah pangkal dari dosa yang lainnya                                              
ibfe_003_0531berkatalah jujur walaupun itu sangat menyakitkan hati                                            
ibfe_003_0532tidak benar sekalipun tujuan bohong itu untuk menyenangkan hatinya                               
ibfe_003_0533kegelisahan yang berlebihan tidak baik untuk seseorang                                           
ibfe_003_0534sifat mulia yang dimiliki anak itu membuatnya terkenal                                           
ibfe_003_0535orang tua angkat anak itu sudah tua dan sering sakit                                             
ibfe_003_0536tidak baik menyembunyikan permasalahan besar sendirian                                           
ibfe_003_0537berbagi dengan orang di sekitar kita itu adalah hal yang menyenangkan                            
ibfe_003_0538cukup satu kali saja saya dibohongi oleh teman dekat                                             
ibfe_003_0539sudah lama dia memendam amarah pada teman dekatnya                                               
ibfe_003_0540jangan mudah berjanji jika tidak mampu menepati                                                  
ibfe_003_0541sebelum berbicara lebih baik kalau dipikirkan matang lebih dulu                                  
ibfe_003_0542dua anak panah yang dilesatkan berhasil menembus dadanya                                         
ibfe_003_0543kepalanya hampir pecah memikirkan masalah organisasinya                                          
ibfe_003_0544persaudaraan itu ibarat anggota tubuh yang satu sama lain jangan saling menyakiti                
ibfe_003_0545jika salah satu sakit maka yang lain akan merasakan juga                                         
ibfe_003_0546tidak perlu malu jika memang kamu adalah anak petani                                             
ibfe_003_0547buruh pabrik pun adalah pekerjaan yang terpuji dan halal                                         
ibfe_003_0548selama kami masih satu iman tidak masalah berbeda pendapat                                       
ibfe_003_0549saya bersedia menjadi pendamping asal dia bertanggung jawab                                      
ibfe_003_0550jangan memandang seseorang dari pekerjaan yang sedang digeluti                                   
ibfe_003_0551boleh jadi kamu menyukai sesuatu padahal belum tentu baik                                        
ibfe_003_0552keputusan ayah harus dipatuhi dan diterima oleh semuanya                                         
ibfe_003_0553sebagai anak yang patuh saya tidak akan membangkang                                              
ibfe_003_0554bengkuang yang baru saja dipetik itu sangat segar rasanya                                        
ibfe_003_0555saya tidak suka semangka yang berbiji banyak                                                     
ibfe_003_0556sangat menyusahkan menghadapi anak kecil yang nakal                                              
ibfe_003_0557pada dasarnya tidak ada orang yang tidak berpotensi                                              
ibfe_003_0558seberapa besar potensi yang dimiliki seseorang itu relatif                                       
ibfe_003_0559tidak sepatutnya dia bersikap curang dalam perlombaan itu                                        
ibfe_003_0560perjuangan tim merah putih sangat gigih di lapangan hijau                                        
ibfe_003_0561tim bulu tangkis belum puas hanya dengan satu kemenangan                                         
ibfe_003_0562piala bergilir itu jatuh kepada tim dari kota tahu                                               
ibfe_003_0563tahu pong itu rasanya sedap sekali walaupun tidak dimasak                                        
ibfe_003_0564usianya sudah cukup dewasa untuk mengetahui perpisahan orang tuanya                              
ibfe_003_0565ibunya sengaja bekerja ke luar negeri untuk mencari sesuap nasi                                  
ibfe_003_0566susah sekali mencari kerja di zaman sekarang                                                     
ibfe_003_0567belum cukup dengan gajinya sekarang dia mencari kerja sampingan                                  
ibfe_003_0568pekerjaan paman yang sekarang butuh tenaga yang besar                                            
ibfe_003_0569anak laki-laki itu tidak boleh lemah gemulai harus kuat                                          
ibfe_003_0570seorang ibu dituntut untuk tetap tegar dihadapan anaknya                                         
ibfe_003_0571tuntutan peran yang didapat sekarang sangat menyiksa                                             
ibfe_003_0572wanita boleh bekerja tetapi harus mementingkan keluarga                                          
ibfe_003_0573hanya terinjak sedikit saja sudah marah besar sampai wajah memerah                               
ibfe_003_0574belajar sabar itu tidak mudah dan butuh waktu lama                                               
ibfe_003_0575rajinlah menabung jika ingin jadi orang kaya raya                                                
ibfe_003_0576belajar rutin akan menyebabkan kita semakin mudah berprestasi                                    
ibfe_003_0577prestasi itu tidak hanya di bidang akademik saja                                                 
ibfe_003_0578jadilah orang yang bisa dipercaya oleh orang lain                                                
ibfe_003_0579dunia ini tidak selebar daun jambu kawan jadi jangan bersedih                                    
ibfe_003_0580walaupun hanya bertemu beberapa menit tetapi sangat berkesan                                     
ibfe_003_0581ciptakan kesan yang baik kepada adik kelasmu                                                     
ibfe_003_0582jangan menjadi seperti landak yang menebar duri dimana-mana                                      
ibfe_003_0583jadilah kamu seperti pohon yang berakar kokoh dan berdaun lebat                                  
ibfe_003_0584jadikan dirimu penting dengan melakukan apa yang bisa dilakukan                                  
ibfe_003_0585tidak cukup hanya dengan nasihat tetapi harus dibuktikan                                         
ibfe_003_0586saudaraku tetaplah kuat dan bertahan dalam situasi ini                                           
ibfe_003_0587tidak sulit menjadi seseorang yang terpandang di masyarakat                                      
ibfe_003_0588setiap sore hari paman memetik buah rambutan di kebun                                            
ibfe_003_0589sangat menyenangkan jika persatuan antar suku terwujud                                           
ibfe_003_0590dia belum cukup dewasa untuk memahami saudaranya                                                 
ibfe_003_0591kacamata ibu baru beli di toko jaya dua hari yang lalu                                           
ibfe_003_0592barang yang dibelikan ayah cepat sekali rusak                                                    
ibfe_003_0593jangan makan masakan sembarangan di pinggir jalan                                                
ibfe_003_0594sikap lemah lembut yang kitta miliki adalah suatu karunia besar                                  
ibfe_003_0595besar kecilnya pahala seseorang bergantung pada amalnya                                          
ibfe_003_0596siapa yang merindukan surga harus banyak berbuat baik                                            
ibfe_003_0597jangan mudah tertipu daya oleh manusia lemah                                                     
ibfe_003_0598saya sulit menjabarkan ide secara sederhana kepadamu                                             
ibfe_003_0599tiang pancang bangunan itu belum cukup kuat untuk menyanggah                                     
ibfe_003_0600tulang rusuknya hancur sebagian akibat kecelakaan kemarin                                        
ibme_004_0601kompor sumbangan dari pemerintah sangat mudah digunakan                                          
ibme_004_0602saat ini sumber energi gas alam sedang gencar disosialisasikan                                   
ibme_004_0603ayahnya musisi jadi wajar jika dia punya suara bagus                                             
ibme_004_0604dia sangat takut dengan suasana gelap yang mencekam                                              
ibme_004_0605berjalan sendirian di malam hari sangat tidak aman untuk wanita                                  
ibme_004_0606awal tahun ini petani di desaku dikejutkan oleh hama tikus                                       
ibme_004_0607rumah besar di ujung jalan desa itu milik kepala desa                                            
ibme_004_0608baju yang indah itu dibuat dengan teknik sulam jawa                                              
ibme_004_0609batik terbaik di negeri ini masih dirajai oleh kota solo dan madura                              
ibme_004_0610penyanyi terkenal itu menderita radang tenggorok akut                                            
ibme_004_0611wanita berkerudung biru itu sangat anggun tingkah lakunya                                        
ibme_004_0612jaket baru pemberian kakek berwarna biru muda tanpa pola                                         
ibme_004_0613mereka sering bertengkar karena perbedaan pendapat                                               
ibme_004_0614masing-masing orang memiliki karakter yang unik dan potensi yang berbeda                         
ibme_004_0615kegemarannya terhadap nasi goreng memunculkan ide baru                                           
ibme_004_0616kertas yang ramah lingkungan terbuat dari hasil daur ulang koran bekas                           
ibme_004_0617buah delima yang ranum itu rasanya manis sekali dan sangat menggoda selera                       
ibme_004_0618warna kulit buah dapat menggambarkan rasa daging buahnya                                         
ibme_004_0619di kota surabaya masih banyak becak berkeliaran di jalan raya                                    
ibme_004_0620ayah melarang keras anak-anaknya memakan buah manggis                                            
ibme_004_0621keluarganya adalah  keluarga besar yang bahagia dan sejahtera                                    
ibme_004_0622lontong buatan nenek belum ada yang menandingi rasanya                                           
ibme_004_0623barang bukti narkotika milik tersangka sudah ada di tangan polisi                                
ibme_004_0624saya sudah pesan waktu kosongmu untuk acara penting itu                                          
ibme_004_0625bola matanya indah sekali sehingga menarik hatinya                                               
ibme_004_0626menulis artikel sepanjang satu halaman itu ternyata sangat sulit                                 
ibme_004_0627baru tiga puluh anak yang berhasil dikumpulkan tadi pagi                                         
ibme_004_0628biasakan dirimu untuk bangun pagi hari dan segera mandi                                          
ibme_004_0629meredakan amarah saat situasi genting sangat sulit dilakukan                                     
ibme_004_0630teh panas buatan adik membantu menghangatkan tubuhku                                             
ibme_004_0631kopi hangat untuk ayah sudah terhidang di atas meja makan                                        
ibme_004_0632paman sengaja pergi pagi-pagi untuk menjenguk kakak di kota                                      
ibme_004_0633desa kami masih asri dan banyak terhampar sawah luas                                             
ibme_004_0634luas rumahku di desa tiga kali lipat dari rumahnya di kota                                       
ibme_004_0635sudah tidak banyak rumah di kota yang mempunyai halaman luas                                     
ibme_004_0636harga lukisan yang mahal itu sesuai dengan keindahannya                                          
ibme_004_0637belum ada yang menandingi keindahan taman laut bunaken di sulawesi                               
ibme_004_0638tujuh keajaiban dunia yang baru tidak mencantumkan negara kita                                   
ibme_004_0639belum saatnya kamu menempuh pendidikan di luar negeri                                            
ibme_004_0640coba bersabarlah dulu dengan kondisimu sekarang                                                  
ibme_004_0641mengeluh hanya akan membuat masalah terasa semakin berat                                         
ibme_004_0642rasanya sudah lama sekali saya tidak bertemu dengan dia                                          
ibme_004_0643untuk hasil yang maksimal tunggu hingga lima jam kemudian                                        
ibme_004_0644selai nanas di atas meja makan itu adalah buatan ibu                                             
ibme_004_0645rasa keripik nangka dari kota malang sangat berbeda rasanya                                      
ibme_004_0646pertolongan itu pasti akan datang jika kita giat berusaha                                        
ibme_004_0647bukan salah ibu jika adik menjadi sosok yang sulit diatur                                        
ibme_004_0648semua yang kita punya hanyalah titipan yang sementara                                            
ibme_004_0649sementara ini kita jalankan apa yang sudah direncanakan                                          
ibme_004_0650ayah membaca koran di halaman depan sedangkan ibu memasak di dapur                               
ibme_004_0651wanita jawa terkenal memiliki sifat yang sabar dan santun                                        
ibme_004_0652memutuskan untuk bekerja di luar pulau bukanlah keputusan yang mudah                             
ibme_004_0653pohon pepaya di belakang rumahku berbuah ranum dan manis rasanya                                 
ibme_004_0654terminal angkutan umum yang terletak di utara surabaya kemarin kebakaran                         
ibme_004_0655waktu satu tahun belum cukup untuk memahami karakter pasangan hidupku                            
ibme_004_0656adik sedang mencari referensi desain dan modul interaktif                                        
ibme_004_0657jika memilih pergi merantau ke luar pulau harus memiliki persiapan matang                        
ibme_004_0658di kebun milik susi tidak hanya ada tanaman bunga tetapi juga tanaman obat                       
ibme_004_0659berbagai macam jenis buah dan sayur dijual di pasar swalayan organik                             
ibme_004_0660kambing guling yang dipesan ibu melalui bu rudi cukup untuk lima puluh orang                     
ibme_004_0661sepatu biru tua milik kakek masih terlihat mengkilat karena sering disikat                       
ibme_004_0662gigi susu adik belum tumbuh padahal dia sudah berusia tiga tahun                                 
ibme_004_0663tujuh tahun lamanya hanum pergi menimba ilmu di negeri tetangga                                  
ibme_004_0664buruh pabrik plastik mayoritas adalah wanita yang sudah berumahtangga                            
ibme_004_0665sawah yang saat ini dikerjakan ayah adalah milik pak kades yang kaya raya                        
ibme_004_0666perkebunan kelapa sawit di aceh saat ini semakin menipis hasil panennya                          
ibme_004_0667air bersih sangat sulit ditemukan di daerah korban tanah longsor                                 
ibme_004_0668musibah banjir bandang yang menimpa desa sukaramai telah menyisakan duka                         
ibme_004_0669berduka cita atas kepergian mendiang kawanmu boleh saja asal tidak terlalu                       
ibme_004_0670sudah tidak perlu diambil pusing kegagalan yang baru kau alami                                   
ibme_004_0671sesungguhnya keberhasilan kita ada di tangan kita sendiri tergantung usaha kita                  
ibme_004_0672buku catatan rapat milikku hilang entah kemana belum ada yang tahu                               
ibme_004_0673tempe goreng buatan ibu sangat gurih dan lezat rasanya                                           
ibme_004_0674bumbu masakan yang biasa diracik ibu tidak ada yang berhasil menyamai rasanya                    
ibme_004_0675sakit jantung banyak menyerang kaum laki-laki karena faktor daya tahan tubuh                     
ibme_004_0676lusa guru ngajiku akan berkunjung ke rumahku bersama teman yang lainnya                          
ibme_004_0677kekecewaan yang kalian dapatkan sekarang akan terbayar di kemudian hari                          
ibme_004_0678jangan anggap remeh persoalan pelik ini dan cepat cari solusi terbaiknya                         
ibme_004_0679harus kau sempatkan mengucapkan selamat pada adik yang akan diwisuda tahun ini                   
ibme_004_0680bulan purnama biasanya terjadi di tanggal lima belas setiap bulan                                
ibme_004_0681beraneka ragam suku di negeri ini tidak menghalangi adanya persatuan bangsa                      
ibme_004_0682dia bersikap seperti itu karena sedang letih saja bukan karena sikapmu                           
ibme_004_0683seburuk apa pun perlakuan bapak padamu tetap dia sebenarnya menyayangimu                         
ibme_004_0684cara berjalannya dari kejauhan tampak seperti ibunya ketika masih hidup                          
ibme_004_0685makanan yang bergizi tinggi tetap harus kamu konsumsi meskipun menguras kantong                  
ibme_004_0686debit air terjun yang kami kunjungi beberapa hari lalu sekarang sudah berkurang                  
ibme_004_0687musim kemarau panjang di indonesia mempengaruhi hidup berbagai tanaman                           
ibme_004_0688sekalipun orang tuanya adalah pengacara tetapi burhan tidak pandai bicara                        
ibme_004_0689keahlian mengatasi konflik di masyarakat tidak bisa dipelajari secara cepat                      
ibme_004_0690para siswa lebih memilih cara belajar yang simpel tapi tetap terjamin                            
ibme_004_0691tidak ada yang bisa menjamin kebahagiaan dan kenyamanan hidup untukmu                            
ibme_004_0692gunung bromo yang terkenal itu sedang dipugar dan baru belum bisa dikunjungi                     
ibme_004_0693jalan nias yang sempit itu selalu ramai kendaraan bermotor di siang hari                         
ibme_004_0694mobil buatan anak negeri kemarin gagal dalam tahap uji emisi                                     
ibme_004_0695monumen nasional yang menjadi kebanggaan kota jakarta semakin tampak megah                       
ibme_004_0696perahu yang biasa disewakan di lokasi wisata air kenjeran banyak digemari orang                  
ibme_004_0697sudah bukan hal asing lagi kalau ayahnya adalah walikota surabaya                                
ibme_004_0698kampung halamanku jauh dari kota besar sehingga udaranya masih segar                             
ibme_004_0699wajah rudi beberapa hari ini terlihat murung dan kurang enak dipandang                           
ibme_004_0700model bajunya bagus dan tampak anggun sekali jika dikenakan                                      
ibme_004_0701masa depan orang yang bersungguh-sungguh akan berbeda dengan orang malas                         
ibme_004_0702angan-angan berbeda dengan mimpi maka punyailah mimpi yang besar                                 
ibme_004_0703banyak membayangkan masa depan yang belum jelas akan membuat kita resah                          
ibme_004_0704kulitnya jadi menghitam akibat sering bermain di bawah terik matahari                            
ibme_004_0705di rumah belum ada kalender tahun baru yang berukuran besar                                      
ibme_004_0706telepon umum di pertigaan jalan sana sudah tidak bisa lagi digunakan                             
ibme_004_0707setiap pagi ibu menyediakan bubur ayam kesukaanku di meja makan                                  
ibme_004_0708halaman rumahku tidak terlalu luas seperti rumah di desa                                         
ibme_004_0709udara hasil pembakaran pabrik sangat berbahaya untuk kesehatan                                   
ibme_004_0710jalan sehat yang diselenggarakan kampusku banyak menawarkan hadiah menarik                       
ibme_004_0711dua kelompok itu turun ke jalan di depok untuk menyuarakan penolakan atas rencana pemerintah mena
ibme_004_0712kami tidak memberi toleransi kepada demonstran yang tidak bertanggung jawab                      
ibme_004_0713saya akan maju sendiri menghadapinya jika situasi memungkinkan                                   
ibme_004_0714unjuk rasa tidak dilarang karena itu adalah hak warga negara                                     
ibme_004_0715jika tindakan mereka mengganggu kepentingan publik maka polisi akan mengamankannya.              
ibme_004_0716keputusan yang telah disepakati bersama itu harus dilaksanakan dan dipertanggungjawabkan         
ibme_004_0717lebih baik mendahulukan kepentingan bangsa dan negara daripada kepentingan sendiri               
ibme_004_0718penyelidikan terkait perampokan toko emas itu masih belum menemui titik terang                   
ibme_004_0719tim identifikasi perkara tersebut ikut menginvestigasi dan belum berhasil membuat gambaran ciri-c
ibme_004_0720asma adalah termasuk penyakit alergi yang tidak asing lagi di masyarakat                         
ibme_004_0721semua penyakit alergi akan timbul gejalanya apabila dirangsang oleh zat-zat yang dapat menyebabka
ibme_004_0722anak-anak dengan penyakit asma dapat tumbuh dan berkembang sama baiknya dengan anak yang sehat   
ibme_004_0723rara mendapat banyak tawaran untuk mendesain interior ruangan                                    
ibme_004_0724tata letak barang-barang di kantor ini akan diatur oleh nana                                     
ibme_004_0725budi akan menghirup udara bebas pada bulan juli mendatang apabila tidak ada kendala              
ibme_004_0726pencuri itu dihukum selama tiga tahun enam bulan karena dinilai telah banyak yang dirugikan      
ibme_004_0727sebagian petani di pulau jawa mulai panen padi                                                   
ibme_004_0728petani merasa sangat diuntungkan karena harga beras yang relatif masih tinggi pada awal bulan ini
ibme_004_0729bandara internasional ini akan ditutup selama dua puluh empat jam saat hari raya nyepi           
ibme_004_0730penerbangan domestik dibatalkan karena cuaca yang tidak memungkinkan                             
ibme_004_0731penumpang yang harus menunda perjalanannya mencapai tiga puluh sampai empat puluh ribu orang     
ibme_004_0732pengelola terminal masih menyiagakan seratus petugas meski tidak ada aktivitas                   
ibme_004_0733pihak pengelola telah menyiapkan pendaratan darurat agar para penumpang tidak semakin kecewa     
ibme_004_0734kepulauan riau menganggarkan dana yang cukup besar untuk memperbaiki rumah warga miskin          
ibme_004_0735pengeluaran itu ditanggung bersama oleh pemerintah kabupaten atau kota di daerah itu             
ibme_004_0736pengalokasian anggaran tersebut dirasa sudah dapat memenuhi kebutuhannya                         
ibme_004_0737gubernur kalimantan timur menyebutkan bahwa akan ada pengumuman lebih lanjut terkait masalah ini 
ibme_004_0738roti lokal mampu menjadi simbol suatu daerah dan menjadi buah  tangan                            
ibme_004_0739bendera pusaka itu adalah kebanggaan  warga negara indonesia                                     
ibme_004_0740roti lucu dan manis yang menggemaskan ini sudah menjadi oleh-oleh wajib dari surabaya            
ibme_004_0741kue itu bisa langsung masuk ke mulut dalam sekali suap saja                                      
ibme_004_0742sepertinya tidak enak jika berkunjung ke kota madura tetapi tidak membeli bebek di rumah makan it
ibme_004_0743toko yang berlokasi di jalan batu ini tak pernah sepi pembeli setiap hari                        
ibme_004_0744hiruk pikuk manusia akan terlihat saat menjelang liburan sekolah maupun tanggal merah            
ibme_004_0745orang-orang yang berburu ikan segar di tempat ini biasanya membeli ikan yang harganya terjangkau 
